Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
P0AFX0	reviewed	Ribosome hibernation promoting factor (HPF) (Hibernation factor HPF)	hpf yhbH b3203 JW3170	Escherichia coli (strain K12)	95	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]; ribosomal small subunit binding [GO:0043024]; ribosome binding [GO:0043022]; dormancy process [GO:0022611]; negative regulation of translation [GO:0017148]; negative regulation of translational elongation [GO:0045900]	dormancy process [GO:0022611]; negative regulation of translation [GO:0017148]; negative regulation of translational elongation [GO:0045900]	cytosol [GO:0005829]; cytosolic small ribosomal subunit [GO:0022627]	ribosomal small subunit binding [GO:0043024]; ribosome binding [GO:0043022]	GO:0005829; GO:0017148; GO:0022611; GO:0022627; GO:0043022; GO:0043024; GO:0045900
P0AFX7	reviewed	Anti-sigma-E factor RseA (Regulator of SigE) (Sigma-E anti-sigma factor RseA) (Sigma-E factor negative regulatory protein)	rseA mclA yfiJ b2572 JW2556	Escherichia coli (strain K12)	216	plasma membrane [GO:0005886]; sigma factor antagonist complex [GO:1903865]; molecular adaptor activity [GO:0060090]; sigma factor antagonist activity [GO:0016989]; negative regulation of DNA-templated transcription [GO:0045892]; response to stress [GO:0006950]	negative regulation of DNA-templated transcription [GO:0045892]; response to stress [GO:0006950]	plasma membrane [GO:0005886]; sigma factor antagonist complex [GO:1903865]	molecular adaptor activity [GO:0060090]; sigma factor antagonist activity [GO:0016989]	GO:0005886; GO:0006950; GO:0016989; GO:0045892; GO:0060090; GO:1903865
P0AFX9	reviewed	Sigma-E factor regulatory protein RseB	rseB b2571 JW2555	Escherichia coli (strain K12)	318	outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane [GO:0005886]; sigma factor antagonist complex [GO:1903865]; antisigma factor binding [GO:0045152]; identical protein binding [GO:0042802]; lipid binding [GO:0008289]; negative regulation of DNA-templated transcription [GO:0045892]; protein stabilization [GO:0050821]; regulation of polysaccharide biosynthetic process [GO:0032885]	negative regulation of DNA-templated transcription [GO:0045892]; protein stabilization [GO:0050821]; regulation of polysaccharide biosynthetic process [GO:0032885]	outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane [GO:0005886]; sigma factor antagonist complex [GO:1903865]	antisigma factor binding [GO:0045152]; identical protein binding [GO:0042802]; lipid binding [GO:0008289]	GO:0005886; GO:0008289; GO:0030288; GO:0032885; GO:0042802; GO:0045152; GO:0045892; GO:0050821; GO:1903865
P0AFY8	reviewed	Negative modulator of initiation of replication	seqA b0687 JW0674	Escherichia coli (strain K12)	181	cytosol [GO:0005829]; protein-containing complex [GO:0032991]; SeqA-DNA complex [GO:1990097]; DNA replication origin binding [GO:0003688]; double-stranded methylated DNA binding [GO:0010385]; hemi-methylated DNA-binding [GO:0044729]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; negative regulation of DNA-templated DNA replication initiation [GO:0032297]; nucleoid organization [GO:0090143]; regulation of DNA-templated transcription [GO:0006355]; response to radiation [GO:0009314]; sister chromatid cohesion [GO:0007062]	negative regulation of DNA-templated DNA replication initiation [GO:0032297]; nucleoid organization [GO:0090143]; regulation of DNA-templated transcription [GO:0006355]; response to radiation [GO:0009314]; sister chromatid cohesion [GO:0007062]	cytosol [GO:0005829]; protein-containing complex [GO:0032991]; SeqA-DNA complex [GO:1990097]	DNA replication origin binding [GO:0003688]; double-stranded methylated DNA binding [GO:0010385]; hemi-methylated DNA-binding [GO:0044729]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]	GO:0003688; GO:0005829; GO:0006355; GO:0007062; GO:0009314; GO:0010385; GO:0032297; GO:0032991; GO:0042802; GO:0042803; GO:0044729; GO:0090143; GO:1990097
P0AFZ3	reviewed	Stringent starvation protein B (Adapter protein SspB) (Specificity-enhancing factor SspB)	sspB b3228 JW3197	Escherichia coli (strain K12)	165	cytosol [GO:0005829]; HslUV protease complex [GO:0009376]; ribosome [GO:0005840]; ATPase binding [GO:0051117]; molecular adaptor activity [GO:0060090]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]; positive regulation of ATP-dependent activity [GO:0032781]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of proteolysis involved in protein catabolic process [GO:1903052]	positive regulation of ATP-dependent activity [GO:0032781]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of proteolysis involved in protein catabolic process [GO:1903052]	cytosol [GO:0005829]; HslUV protease complex [GO:0009376]; ribosome [GO:0005840]	ATPase binding [GO:0051117]; molecular adaptor activity [GO:0060090]; protein homodimerization activity [GO:0042803]; RNA binding [GO:0003723]	GO:0003723; GO:0005829; GO:0005840; GO:0009376; GO:0032781; GO:0042803; GO:0045732; GO:0051117; GO:0060090; GO:1903052
P0AG11	reviewed	Protein UmuD (EC 3.4.21.-) (DNA polymerase V) (Pol V) [Cleaved into: Protein UmuD']	umuD b1183 JW1172	Escherichia coli (strain K12)	139	cytosol [GO:0005829]; DNA polymerase V complex [GO:0009355]; protein-DNA complex [GO:0032993]; ATP-dependent activity, acting on DNA [GO:0008094]; DNA-binding transcription repressor activity [GO:0001217]; DNA-directed DNA polymerase activity [GO:0003887]; identical protein binding [GO:0042802]; nucleic acid binding [GO:0003676]; sequence-specific DNA binding [GO:0043565]; serine-type peptidase activity [GO:0008236]; single-stranded DNA binding [GO:0003697]; DNA damage response [GO:0006974]; DNA repair [GO:0006281]; negative regulation of DNA-templated transcription [GO:0045892]; proteolysis [GO:0006508]; SOS response [GO:0009432]; translesion synthesis [GO:0019985]	DNA damage response [GO:0006974]; DNA repair [GO:0006281]; negative regulation of DNA-templated transcription [GO:0045892]; proteolysis [GO:0006508]; SOS response [GO:0009432]; translesion synthesis [GO:0019985]	cytosol [GO:0005829]; DNA polymerase V complex [GO:0009355]; protein-DNA complex [GO:0032993]	ATP-dependent activity, acting on DNA [GO:0008094]; DNA-binding transcription repressor activity [GO:0001217]; DNA-directed DNA polymerase activity [GO:0003887]; identical protein binding [GO:0042802]; nucleic acid binding [GO:0003676]; sequence-specific DNA binding [GO:0043565]; serine-type peptidase activity [GO:0008236]; single-stranded DNA binding [GO:0003697]	GO:0001217; GO:0003676; GO:0003697; GO:0003887; GO:0005829; GO:0006281; GO:0006508; GO:0006974; GO:0008094; GO:0008236; GO:0009355; GO:0009432; GO:0019985; GO:0032993; GO:0042802; GO:0043565; GO:0045892
P0AG30	reviewed	Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho)	rho nitA psuA rnsC sbaA tsu b3783 JW3756	Escherichia coli (strain K12)	419	cytosol [GO:0005829]; membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on RNA [GO:0008186]; helicase activity [GO:0004386]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]; DNA-templated transcription termination [GO:0006353]	DNA-templated transcription termination [GO:0006353]	cytosol [GO:0005829]; membrane [GO:0016020]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent activity, acting on RNA [GO:0008186]; helicase activity [GO:0004386]; identical protein binding [GO:0042802]; RNA binding [GO:0003723]	GO:0003723; GO:0004386; GO:0005524; GO:0005829; GO:0006353; GO:0008186; GO:0016020; GO:0016887; GO:0042802
P0AG55	reviewed	Large ribosomal subunit protein uL6 (50S ribosomal protein L6)	rplF b3305 JW3267	Escherichia coli (strain K12)	177	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; response to antibiotic [GO:0046677]; ribosomal large subunit assembly [GO:0000027]	cytoplasmic translation [GO:0002181]; response to antibiotic [GO:0046677]; ribosomal large subunit assembly [GO:0000027]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]	GO:0000027; GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0022625; GO:0046677; GO:0070180
P0AG59	reviewed	Small ribosomal subunit protein uS14 (30S ribosomal protein S14)	rpsN b3307 JW3269	Escherichia coli (strain K12)	101	cytoplasm [GO:0005737]; cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; cytoplasmic translation [GO:0002181]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytoplasmic translation [GO:0002181]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytoplasm [GO:0005737]; cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	GO:0000028; GO:0000049; GO:0002181; GO:0003735; GO:0005737; GO:0006412; GO:0015935; GO:0019843; GO:0022627
P0AG63	reviewed	Small ribosomal subunit protein uS17 (30S ribosomal protein S17)	rpsQ neaA b3311 JW3273	Escherichia coli (strain K12)	84	cytoplasm [GO:0005737]; cytosolic small ribosomal subunit [GO:0022627]; rRNA binding [GO:0019843]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; zinc ion binding [GO:0008270]; cytoplasmic translation [GO:0002181]; response to antibiotic [GO:0046677]; ribosomal small subunit assembly [GO:0000028]	cytoplasmic translation [GO:0002181]; response to antibiotic [GO:0046677]; ribosomal small subunit assembly [GO:0000028]	cytoplasm [GO:0005737]; cytosolic small ribosomal subunit [GO:0022627]	rRNA binding [GO:0019843]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; zinc ion binding [GO:0008270]	GO:0000028; GO:0002181; GO:0003735; GO:0005737; GO:0008270; GO:0019843; GO:0022627; GO:0046677; GO:0070181
P0AG67	reviewed	Small ribosomal subunit protein bS1 (30S ribosomal protein S1) (Bacteriophage Q beta RNA-directed RNA polymerase subunit I)	rpsA ssyF b0911 JW0894	Escherichia coli (strain K12)	557	cytoplasm [GO:0005737]; cytosolic small ribosomal subunit [GO:0022627]; membrane [GO:0016020]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; single-stranded RNA binding [GO:0003727]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; negative regulation of cytoplasmic translation [GO:2000766]; positive regulation of cytoplasmic translation [GO:2000767]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytoplasmic translation [GO:0002181]; negative regulation of cytoplasmic translation [GO:2000766]; positive regulation of cytoplasmic translation [GO:2000767]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]	cytoplasm [GO:0005737]; cytosolic small ribosomal subunit [GO:0022627]; membrane [GO:0016020]	mRNA binding [GO:0003729]; RNA binding [GO:0003723]; single-stranded RNA binding [GO:0003727]; structural constituent of ribosome [GO:0003735]	GO:0000028; GO:0002181; GO:0003723; GO:0003727; GO:0003729; GO:0003735; GO:0005737; GO:0006412; GO:0016020; GO:0022627; GO:2000766; GO:2000767
P0AG90	reviewed	Protein translocase subunit SecD (Sec translocon accessory complex subunit SecD)	secD b0408 JW0398	Escherichia coli (strain K12)	615	cell envelope Sec protein transport complex [GO:0031522]; membrane [GO:0016020]; plasma membrane [GO:0005886]; protein-transporting ATPase activity [GO:0015450]; intracellular protein transmembrane transport [GO:0065002]; protein insertion into membrane from inner side [GO:0032978]; protein targeting [GO:0006605]; protein transport [GO:0015031]; protein transport by the Sec complex [GO:0043952]	intracellular protein transmembrane transport [GO:0065002]; protein insertion into membrane from inner side [GO:0032978]; protein targeting [GO:0006605]; protein transport [GO:0015031]; protein transport by the Sec complex [GO:0043952]	cell envelope Sec protein transport complex [GO:0031522]; membrane [GO:0016020]; plasma membrane [GO:0005886]	protein-transporting ATPase activity [GO:0015450]	GO:0005886; GO:0006605; GO:0015031; GO:0015450; GO:0016020; GO:0031522; GO:0032978; GO:0043952; GO:0065002
P0AG93	reviewed	Protein translocase subunit SecF (Sec translocon accessory complex subunit SecF)	secF b0409 JW0399	Escherichia coli (strain K12)	323	cell envelope Sec protein transport complex [GO:0031522]; membrane [GO:0016020]; plasma membrane [GO:0005886]; protein-transporting ATPase activity [GO:0015450]; intracellular protein transmembrane transport [GO:0065002]; protein insertion into membrane from inner side [GO:0032978]; protein targeting [GO:0006605]; protein transport [GO:0015031]; protein transport by the Sec complex [GO:0043952]	intracellular protein transmembrane transport [GO:0065002]; protein insertion into membrane from inner side [GO:0032978]; protein targeting [GO:0006605]; protein transport [GO:0015031]; protein transport by the Sec complex [GO:0043952]	cell envelope Sec protein transport complex [GO:0031522]; membrane [GO:0016020]; plasma membrane [GO:0005886]	protein-transporting ATPase activity [GO:0015450]	GO:0005886; GO:0006605; GO:0015031; GO:0015450; GO:0016020; GO:0031522; GO:0032978; GO:0043952; GO:0065002
P0AG96	reviewed	Protein translocase subunit SecE	secE prlG b3981 JW3944	Escherichia coli (strain K12)	127	cell envelope Sec protein transport complex [GO:0031522]; membrane [GO:0016020]; plasma membrane [GO:0005886]; protein transmembrane transporter activity [GO:0008320]; intracellular protein transmembrane transport [GO:0065002]; intracellular protein transport [GO:0006886]; protein insertion into membrane from inner side [GO:0032978]; protein secretion [GO:0009306]; protein transport by the Sec complex [GO:0043952]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]	intracellular protein transmembrane transport [GO:0065002]; intracellular protein transport [GO:0006886]; protein insertion into membrane from inner side [GO:0032978]; protein secretion [GO:0009306]; protein transport by the Sec complex [GO:0043952]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]	cell envelope Sec protein transport complex [GO:0031522]; membrane [GO:0016020]; plasma membrane [GO:0005886]	protein transmembrane transporter activity [GO:0008320]	GO:0005886; GO:0006616; GO:0006886; GO:0008320; GO:0009306; GO:0016020; GO:0031522; GO:0032978; GO:0043952; GO:0065002
P0AG99	reviewed	Protein-export membrane protein SecG (P12) (Preprotein translocase band 1 subunit)	secG b3175 JW3142	Escherichia coli (strain K12)	110	cell envelope Sec protein transport complex [GO:0031522]; membrane [GO:0016020]; plasma membrane [GO:0005886]; protein transmembrane transporter activity [GO:0008320]; protein-transporting ATPase activity [GO:0015450]; intracellular protein transmembrane transport [GO:0065002]; intracellular protein transport [GO:0006886]; protein insertion into membrane from inner side [GO:0032978]; protein secretion [GO:0009306]; protein transport by the Sec complex [GO:0043952]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]	intracellular protein transmembrane transport [GO:0065002]; intracellular protein transport [GO:0006886]; protein insertion into membrane from inner side [GO:0032978]; protein secretion [GO:0009306]; protein transport by the Sec complex [GO:0043952]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]	cell envelope Sec protein transport complex [GO:0031522]; membrane [GO:0016020]; plasma membrane [GO:0005886]	protein transmembrane transporter activity [GO:0008320]; protein-transporting ATPase activity [GO:0015450]	GO:0005886; GO:0006616; GO:0006886; GO:0008320; GO:0009306; GO:0015450; GO:0016020; GO:0031522; GO:0032978; GO:0043952; GO:0065002
P0AGA2	reviewed	Protein translocase subunit SecY	secY prlA b3300 JW3262	Escherichia coli (strain K12)	443	cell envelope Sec protein transport complex [GO:0031522]; membrane [GO:0016020]; plasma membrane [GO:0005886]; protein transmembrane transporter activity [GO:0008320]; signal sequence binding [GO:0005048]; intracellular protein transmembrane transport [GO:0065002]; intracellular protein transport [GO:0006886]; protein insertion into membrane from inner side [GO:0032978]; protein transport by the Sec complex [GO:0043952]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]	intracellular protein transmembrane transport [GO:0065002]; intracellular protein transport [GO:0006886]; protein insertion into membrane from inner side [GO:0032978]; protein transport by the Sec complex [GO:0043952]; SRP-dependent cotranslational protein targeting to membrane, translocation [GO:0006616]	cell envelope Sec protein transport complex [GO:0031522]; membrane [GO:0016020]; plasma membrane [GO:0005886]	protein transmembrane transporter activity [GO:0008320]; signal sequence binding [GO:0005048]	GO:0005048; GO:0005886; GO:0006616; GO:0006886; GO:0008320; GO:0016020; GO:0031522; GO:0032978; GO:0043952; GO:0065002
P0AGB3	reviewed	RNA polymerase sigma factor RpoH (Heat shock regulatory protein F33.4) (RNA polymerase sigma-32 factor)	rpoH fam hin htpR b3461 JW3426	Escherichia coli (strain K12)	284	cytosol [GO:0005829]; cytosolic DNA-directed RNA polymerase complex [GO:0000345]; invertasome [GO:0031421]; plasma membrane [GO:0005886]; bacterial-type RNA polymerase core enzyme binding [GO:0001000]; core promoter sequence-specific DNA binding [GO:0001046]; DNA binding [GO:0003677]; DNA-binding transcription activator activity [GO:0001216]; sigma factor activity [GO:0016987]; site-specific recombinase activity [GO:0009009]; DNA recombination [GO:0006310]; DNA-templated transcription [GO:0006351]; DNA-templated transcription initiation [GO:0006352]; regulation of DNA-templated transcription [GO:0006355]; regulation of DNA-templated transcription initiation [GO:2000142]; regulation of gene expression [GO:0010468]; response to heat [GO:0009408]	DNA recombination [GO:0006310]; DNA-templated transcription [GO:0006351]; DNA-templated transcription initiation [GO:0006352]; regulation of DNA-templated transcription [GO:0006355]; regulation of DNA-templated transcription initiation [GO:2000142]; regulation of gene expression [GO:0010468]; response to heat [GO:0009408]	cytosol [GO:0005829]; cytosolic DNA-directed RNA polymerase complex [GO:0000345]; invertasome [GO:0031421]; plasma membrane [GO:0005886]	bacterial-type RNA polymerase core enzyme binding [GO:0001000]; core promoter sequence-specific DNA binding [GO:0001046]; DNA binding [GO:0003677]; DNA-binding transcription activator activity [GO:0001216]; sigma factor activity [GO:0016987]; site-specific recombinase activity [GO:0009009]	GO:0000345; GO:0001000; GO:0001046; GO:0001216; GO:0003677; GO:0005829; GO:0005886; GO:0006310; GO:0006351; GO:0006352; GO:0006355; GO:0009009; GO:0009408; GO:0010468; GO:0016987; GO:0031421; GO:2000142
P0AGB6	reviewed	ECF RNA polymerase sigma-E factor (RNA polymerase sigma-E factor) (Sigma-24)	rpoE sigE b2573 JW2557	Escherichia coli (strain K12)	191	cytoplasm [GO:0005737]; cytosolic DNA-directed RNA polymerase complex [GO:0000345]; plasma membrane [GO:0005886]; sigma factor antagonist complex [GO:1903865]; DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; cellular response to cell envelope stress [GO:0036460]; DNA-templated transcription initiation [GO:0006352]; negative regulation of DNA-templated transcription [GO:0045892]; regulation of DNA-templated transcription [GO:0006355]; regulation of DNA-templated transcription initiation [GO:2000142]; response to osmotic stress [GO:0006970]; response to temperature stimulus [GO:0009266]; submerged biofilm formation [GO:0090605]	cellular response to cell envelope stress [GO:0036460]; DNA-templated transcription initiation [GO:0006352]; negative regulation of DNA-templated transcription [GO:0045892]; regulation of DNA-templated transcription [GO:0006355]; regulation of DNA-templated transcription initiation [GO:2000142]; response to osmotic stress [GO:0006970]; response to temperature stimulus [GO:0009266]; submerged biofilm formation [GO:0090605]	cytoplasm [GO:0005737]; cytosolic DNA-directed RNA polymerase complex [GO:0000345]; plasma membrane [GO:0005886]; sigma factor antagonist complex [GO:1903865]	DNA binding [GO:0003677]; sigma factor activity [GO:0016987]	GO:0000345; GO:0003677; GO:0005737; GO:0005886; GO:0006352; GO:0006355; GO:0006970; GO:0009266; GO:0016987; GO:0036460; GO:0045892; GO:0090605; GO:1903865; GO:2000142
P0AGC3	reviewed	Soluble lytic murein transglycosylase (EC 4.2.2.n1) (Exomuramidase) (Peptidoglycan lytic exotransglycosylase) (Slt70)	slt sltY b4392 JW4355	Escherichia coli (strain K12)	645	membrane [GO:0016020]; outer membrane-bounded periplasmic space [GO:0030288]; peptidoglycan-based cell wall [GO:0009274]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; lytic endotransglycosylase activity [GO:0008932]; peptidoglycan lytic transglycosylase activity [GO:0008933]; cell wall organization [GO:0071555]; peptidoglycan catabolic process [GO:0009253]	cell wall organization [GO:0071555]; peptidoglycan catabolic process [GO:0009253]	membrane [GO:0016020]; outer membrane-bounded periplasmic space [GO:0030288]; peptidoglycan-based cell wall [GO:0009274]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; lytic endotransglycosylase activity [GO:0008932]; peptidoglycan lytic transglycosylase activity [GO:0008933]	GO:0004553; GO:0008932; GO:0008933; GO:0009253; GO:0009274; GO:0016020; GO:0030288; GO:0071555
P0AGD3	reviewed	Superoxide dismutase [Fe] (EC 1.15.1.1)	sodB b1656 JW1648	Escherichia coli (strain K12)	193	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; superoxide dismutase activity [GO:0004784]; removal of superoxide radicals [GO:0019430]; response to superoxide [GO:0000303]; superoxide metabolic process [GO:0006801]	removal of superoxide radicals [GO:0019430]; response to superoxide [GO:0000303]; superoxide metabolic process [GO:0006801]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]	iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; superoxide dismutase activity [GO:0004784]	GO:0000303; GO:0004784; GO:0005506; GO:0005737; GO:0005829; GO:0006801; GO:0016020; GO:0016491; GO:0019430
P0AGD7	reviewed	Signal recognition particle protein (EC 3.6.5.4) (Fifty-four homolog) (Ffh) (p48)	ffh b2610 JW5414	Escherichia coli (strain K12)	453	cytosol [GO:0005829]; ribonucleoprotein complex [GO:1990904]; signal recognition particle [GO:0048500]; 7S RNA binding [GO:0008312]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; protein targeting to membrane [GO:0006612]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	protein targeting to membrane [GO:0006612]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	cytosol [GO:0005829]; ribonucleoprotein complex [GO:1990904]; signal recognition particle [GO:0048500]	7S RNA binding [GO:0008312]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GO:0003924; GO:0005525; GO:0005829; GO:0006612; GO:0006614; GO:0008312; GO:0016887; GO:0048500; GO:1990904
P0AGE0	reviewed	Single-stranded DNA-binding protein (SSB) (Helix-destabilizing protein)	ssb exrB lexC b4059 JW4020	Escherichia coli (strain K12)	178	cytosol [GO:0005829]; nucleoid [GO:0009295]; replisome [GO:0030894]; single-stranded DNA-binding protein complex [GO:0044777]; enzyme activator activity [GO:0008047]; identical protein binding [GO:0042802]; single-stranded DNA binding [GO:0003697]; DNA replication [GO:0006260]; DNA-templated DNA replication [GO:0006261]; mismatch repair [GO:0006298]; recombinational repair [GO:0000725]; SOS response [GO:0009432]	DNA replication [GO:0006260]; DNA-templated DNA replication [GO:0006261]; mismatch repair [GO:0006298]; recombinational repair [GO:0000725]; SOS response [GO:0009432]	cytosol [GO:0005829]; nucleoid [GO:0009295]; replisome [GO:0030894]; single-stranded DNA-binding protein complex [GO:0044777]	enzyme activator activity [GO:0008047]; identical protein binding [GO:0042802]; single-stranded DNA binding [GO:0003697]	GO:0000725; GO:0003697; GO:0005829; GO:0006260; GO:0006261; GO:0006298; GO:0008047; GO:0009295; GO:0009432; GO:0030894; GO:0042802; GO:0044777
P0AGE9	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD b0729 JW0718	Escherichia coli (strain K12)	289	cytoplasm [GO:0005737]; cytosol [GO:0005829]; succinate-CoA ligase complex (ADP-forming) [GO:0009361]; nucleotide binding [GO:0000166]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776]; tricarboxylic acid cycle [GO:0006099]	tricarboxylic acid cycle [GO:0006099]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; succinate-CoA ligase complex (ADP-forming) [GO:0009361]	nucleotide binding [GO:0000166]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776]	GO:0000166; GO:0004775; GO:0004776; GO:0005737; GO:0005829; GO:0006099; GO:0009361
P0AGF2	reviewed	Sulfur acceptor protein CsdE	csdE ygdK b2811 JW2782	Escherichia coli (strain K12)	147	sulfur carrier activity [GO:0097163]; cyclic threonylcarbamoyladenosine biosynthetic process [GO:0061504]	cyclic threonylcarbamoyladenosine biosynthetic process [GO:0061504]		sulfur carrier activity [GO:0097163]	GO:0061504; GO:0097163
P0AGF4	reviewed	D-xylose-proton symporter (D-xylose transporter)	xylE b4031 JW3991	Escherichia coli (strain K12)	491	membrane [GO:0016020]; plasma membrane [GO:0005886]; D-xylose:proton symporter activity [GO:0015519]; transmembrane transporter activity [GO:0022857]; D-xylose transmembrane transport [GO:0015753]; transmembrane transport [GO:0055085]	D-xylose transmembrane transport [GO:0015753]; transmembrane transport [GO:0055085]	membrane [GO:0016020]; plasma membrane [GO:0005886]	D-xylose:proton symporter activity [GO:0015519]; transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0015519; GO:0015753; GO:0016020; GO:0022857; GO:0055085
P0AGG2	reviewed	Acyl-CoA thioesterase 2 (EC 3.1.2.20) (Thioesterase II) (TEII)	tesB b0452 JW0442	Escherichia coli (strain K12)	286	cytosol [GO:0005829]; fatty acyl-CoA hydrolase activity [GO:0047617]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; acyl-CoA metabolic process [GO:0006637]; fatty acid catabolic process [GO:0009062]	acyl-CoA metabolic process [GO:0006637]; fatty acid catabolic process [GO:0009062]	cytosol [GO:0005829]	fatty acyl-CoA hydrolase activity [GO:0047617]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]	GO:0005829; GO:0006637; GO:0009062; GO:0042802; GO:0042803; GO:0047617
P0C018	reviewed	Large ribosomal subunit protein uL18 (50S ribosomal protein L18)	rplR b3304 JW3266	Escherichia coli (strain K12)	117	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; 5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]	cytoplasmic translation [GO:0002181]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]	5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003735; GO:0005737; GO:0005829; GO:0008097; GO:0022625
