Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
Q8DJJ0	unreviewed	adenosine deaminase (EC 3.5.4.4)	tlr1233	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	289	cytosol [GO:0005829]; adenosine deaminase activity [GO:0004000]; adenosine catabolic process [GO:0006154]; hypoxanthine salvage [GO:0043103]; inosine biosynthetic process [GO:0046103]	adenosine catabolic process [GO:0006154]; hypoxanthine salvage [GO:0043103]; inosine biosynthetic process [GO:0046103]	cytosol [GO:0005829]	adenosine deaminase activity [GO:0004000]	GO:0004000; GO:0005829; GO:0006154; GO:0043103; GO:0046103
Q8DJK1	unreviewed	Ribosomal silencing factor RsfS	rsfS tlr1222	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	139	cytoplasm [GO:0005737]; ribosomal large subunit binding [GO:0043023]; cytosolic ribosome assembly [GO:0042256]; negative regulation of ribosome biogenesis [GO:0090071]; negative regulation of translation [GO:0017148]	cytosolic ribosome assembly [GO:0042256]; negative regulation of ribosome biogenesis [GO:0090071]; negative regulation of translation [GO:0017148]	cytoplasm [GO:0005737]	ribosomal large subunit binding [GO:0043023]	GO:0005737; GO:0017148; GO:0042256; GO:0043023; GO:0090071
Q8DJK6	unreviewed	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase)	proC	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	273	cytoplasm [GO:0005737]; pyrroline-5-carboxylate reductase activity [GO:0004735]; L-proline biosynthetic process [GO:0055129]	L-proline biosynthetic process [GO:0055129]	cytoplasm [GO:0005737]	pyrroline-5-carboxylate reductase activity [GO:0004735]	GO:0004735; GO:0005737; GO:0055129
Q8DJK7	reviewed	Cell division protein SepF	sepF tlr1216	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	190	cytoplasm [GO:0005737]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]	division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]	cytoplasm [GO:0005737]		GO:0000917; GO:0005737; GO:0043093
Q8DJL5	reviewed	Small ribosomal subunit protein uS15 (30S ribosomal protein S15)	rpsO rps15 tsr1207	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	89	cytosolic small ribosomal subunit [GO:0022627]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0019843; GO:0022627
Q8DJL7	unreviewed	non-specific serine/threonine protein kinase (EC 2.7.11.1)	tll1205	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	740	membrane [GO:0016020]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]		membrane [GO:0016020]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524; GO:0016020
Q8DJM4	unreviewed	thioredoxin-dependent peroxiredoxin (EC 1.11.1.24) (Bacterioferritin comigratory protein) (Thioredoxin peroxidase)	tlr1198	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	145	cytoplasm [GO:0005737]; thioredoxin peroxidase activity [GO:0008379]; cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]	cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]	cytoplasm [GO:0005737]	thioredoxin peroxidase activity [GO:0008379]	GO:0005737; GO:0008379; GO:0034599; GO:0045454
Q8DJM8	unreviewed	thioredoxin-dependent peroxiredoxin (EC 1.11.1.24) (Bacterioferritin comigratory protein) (Thioredoxin peroxidase)	tlr1194	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	179	cytoplasm [GO:0005737]; thioredoxin peroxidase activity [GO:0008379]; cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]	cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]	cytoplasm [GO:0005737]	thioredoxin peroxidase activity [GO:0008379]	GO:0005737; GO:0008379; GO:0034599; GO:0045454
Q8DJN0	unreviewed	Heme chaperone HemW	hemN2	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	399	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]; porphyrin-containing compound biosynthetic process [GO:0006779]	porphyrin-containing compound biosynthetic process [GO:0006779]	cytoplasm [GO:0005737]	4 iron, 4 sulfur cluster binding [GO:0051539]; coproporphyrinogen oxidase activity [GO:0004109]; metal ion binding [GO:0046872]	GO:0004109; GO:0005737; GO:0006779; GO:0046872; GO:0051539
Q8DJN4	reviewed	Small ribosomal subunit protein bS20 (30S ribosomal protein S20)	rpsT rps20 tsl1188	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	98	cytosol [GO:0005829]; small ribosomal subunit [GO:0015935]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	cytosol [GO:0005829]; small ribosomal subunit [GO:0015935]	small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005829; GO:0006412; GO:0015935; GO:0070181
Q8DJN9	unreviewed	Penicillin-binding protein 2	tll1183	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	592	plasma membrane [GO:0005886]; penicillin binding [GO:0008658]; peptidoglycan L,D-transpeptidase activity [GO:0071972]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]	penicillin binding [GO:0008658]; peptidoglycan L,D-transpeptidase activity [GO:0071972]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]	GO:0005886; GO:0008360; GO:0008658; GO:0009002; GO:0009252; GO:0071555; GO:0071972
Q8DJP1	unreviewed	oligopeptidase A (EC 3.4.24.70)	tll1181	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	702	cytosol [GO:0005829]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; peptide metabolic process [GO:0006518]; proteolysis [GO:0006508]	peptide metabolic process [GO:0006518]; proteolysis [GO:0006508]	cytosol [GO:0005829]	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]	GO:0004222; GO:0005829; GO:0006508; GO:0006518; GO:0046872
Q8DJP4	unreviewed	nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	tlr1178	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	186	adenylyltransferase activity [GO:0070566]; NAD+ biosynthetic process [GO:0009435]	NAD+ biosynthetic process [GO:0009435]		adenylyltransferase activity [GO:0070566]	GO:0009435; GO:0070566
Q8DJP5	unreviewed	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	tlr1177	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	437	cytosol [GO:0005829]; nicotinamide phosphoribosyltransferase activity [GO:0047280]; nicotinate phosphoribosyltransferase activity [GO:0004516]; NAD+ biosynthetic process via the salvage pathway [GO:0034355]	NAD+ biosynthetic process via the salvage pathway [GO:0034355]	cytosol [GO:0005829]	nicotinamide phosphoribosyltransferase activity [GO:0047280]; nicotinate phosphoribosyltransferase activity [GO:0004516]	GO:0004516; GO:0005829; GO:0034355; GO:0047280
Q8DJQ3	unreviewed	Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1)	pdhA tlr1169	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	342	pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]; pyruvate decarboxylation to acetyl-CoA [GO:0006086]	pyruvate decarboxylation to acetyl-CoA [GO:0006086]		pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]	GO:0004739; GO:0006086
Q8DJS0	unreviewed	Tll1152 protein	tll1152	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	390	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; DNA recombination [GO:0006310]; transposition [GO:0032196]	DNA recombination [GO:0006310]; transposition [GO:0032196]		DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0006310; GO:0032196; GO:0046872
Q8DJT6	unreviewed	demethylphylloquinone reductase (EC 1.6.5.12)	ndbB	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	401	NAD(P)H dehydrogenase (quinone) activity [GO:0003955]; aerobic electron transport chain [GO:0019646]	aerobic electron transport chain [GO:0019646]		NAD(P)H dehydrogenase (quinone) activity [GO:0003955]	GO:0003955; GO:0019646
Q8DJT8	reviewed	Protein Thf1	thf1 tlr1134	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	222	plasma membrane-derived thylakoid photosystem II [GO:0030096]; photosystem II assembly [GO:0010207]	photosystem II assembly [GO:0010207]	plasma membrane-derived thylakoid photosystem II [GO:0030096]		GO:0010207; GO:0030096
Q8DJW7	unreviewed	DNA repair protein RadA	radA	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	463	cytosol [GO:0005829]; ATP binding [GO:0005524]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; hydrolase activity [GO:0016787]; zinc ion binding [GO:0008270]; recombinational repair [GO:0000725]	recombinational repair [GO:0000725]	cytosol [GO:0005829]	ATP binding [GO:0005524]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; hydrolase activity [GO:0016787]; zinc ion binding [GO:0008270]	GO:0000725; GO:0003684; GO:0005524; GO:0005829; GO:0008270; GO:0016787; GO:0140664
Q8DJW8	unreviewed	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	tlr1102	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	162	membrane [GO:0016020]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]		membrane [GO:0016020]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	GO:0003755; GO:0016020
Q8DJX0	unreviewed	Protein-export membrane protein SecG	secG	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	77	plasma membrane [GO:0005886]; protein-transporting ATPase activity [GO:0015450]; protein secretion [GO:0009306]	protein secretion [GO:0009306]	plasma membrane [GO:0005886]	protein-transporting ATPase activity [GO:0015450]	GO:0005886; GO:0009306; GO:0015450
Q8DJX5	unreviewed	6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.1.2.50) (Queuosine biosynthesis protein QueD)	tll1095	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	290	6-carboxytetrahydropterin synthase activity [GO:0070497]; metal ion binding [GO:0046872]			6-carboxytetrahydropterin synthase activity [GO:0070497]; metal ion binding [GO:0046872]	GO:0046872; GO:0070497
Q8DJY3	reviewed	ATP-dependent Clp protease adapter protein ClpS	clpS tsr1087	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	94	protein catabolic process [GO:0030163]; proteolysis [GO:0006508]	protein catabolic process [GO:0030163]; proteolysis [GO:0006508]			GO:0006508; GO:0030163
Q8DJZ4	unreviewed	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	pgl tlr1076	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	241	6-phosphogluconolactonase activity [GO:0017057]; carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]	carbohydrate metabolic process [GO:0005975]; pentose-phosphate shunt [GO:0006098]		6-phosphogluconolactonase activity [GO:0017057]	GO:0005975; GO:0006098; GO:0017057
Q8DK04	reviewed	Translation initiation factor IF-2	infB tlr1066	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	957	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation initiation factor activity [GO:0003743]		cytosol [GO:0005829]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation initiation factor activity [GO:0003743]	GO:0003743; GO:0003924; GO:0005525; GO:0005829
Q8DK05	reviewed	Ribosome maturation factor RimM	rimM tlr1065	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	183	cytoplasm [GO:0005737]; ribosome [GO:0005840]; ribosome binding [GO:0043022]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]	ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]	cytoplasm [GO:0005737]; ribosome [GO:0005840]	ribosome binding [GO:0043022]	GO:0005737; GO:0005840; GO:0006364; GO:0042274; GO:0043022
Q8DK09	reviewed	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase)	mtnA tll1061	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	355	S-methyl-5-thioribose-1-phosphate isomerase activity [GO:0046523]; L-methionine salvage from methylthioadenosine [GO:0019509]	L-methionine salvage from methylthioadenosine [GO:0019509]		S-methyl-5-thioribose-1-phosphate isomerase activity [GO:0046523]	GO:0019509; GO:0046523
Q8DK20	reviewed	Iron stress-induced chlorophyll-binding protein (CP43')	isiA tlr1050	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	358	photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]; chlorophyll binding [GO:0016168]; photosynthetic electron transport chain [GO:0009767]	photosynthetic electron transport chain [GO:0009767]	photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]	chlorophyll binding [GO:0016168]	GO:0009522; GO:0009767; GO:0016168; GO:0031676
Q8DK26	unreviewed	Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT)	sat tll1044	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	398	ATP binding [GO:0005524]; sulfate adenylyltransferase (ATP) activity [GO:0004781]; hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103]	hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103]		ATP binding [GO:0005524]; sulfate adenylyltransferase (ATP) activity [GO:0004781]	GO:0000103; GO:0004781; GO:0005524; GO:0070814
Q8DK27	unreviewed	beta-N-acetylhexosaminidase (EC 3.2.1.52)	tll1043	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	519	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]; peptidoglycan turnover [GO:0009254]	carbohydrate metabolic process [GO:0005975]; peptidoglycan turnover [GO:0009254]		hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	GO:0004553; GO:0005975; GO:0009254
Q8DK36	reviewed	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	glyQ tll1034	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	295	cytosol [GO:0005829]; ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820]; glycyl-tRNA aminoacylation [GO:0006426]	glycyl-tRNA aminoacylation [GO:0006426]	cytosol [GO:0005829]	ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820]	GO:0004820; GO:0005524; GO:0005829; GO:0006426
Q8DK39	unreviewed	Flavin prenyltransferase UbiX (EC 2.5.1.129)	ubiX	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	210	flavin prenyltransferase activity [GO:0106141]			flavin prenyltransferase activity [GO:0106141]	GO:0106141
Q8DK49	unreviewed	histidine kinase (EC 2.7.13.3)	tll1021	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	871	cytoplasm [GO:0005737]; phosphorelay sensor kinase activity [GO:0000155]; chemotaxis [GO:0006935]	chemotaxis [GO:0006935]	cytoplasm [GO:0005737]	phosphorelay sensor kinase activity [GO:0000155]	GO:0000155; GO:0005737; GO:0006935
Q8DK65	reviewed	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	gatA tll1003	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	482	glutamyl-tRNA(Gln) amidotransferase complex [GO:0030956]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; translation [GO:0006412]	translation [GO:0006412]	glutamyl-tRNA(Gln) amidotransferase complex [GO:0030956]	ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]	GO:0005524; GO:0006412; GO:0030956; GO:0050567
Q8DK75	unreviewed	tRNA-dihydrouridine synthase (EC 1.3.1.-)	tll0991	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	347	flavin adenine dinucleotide binding [GO:0050660]; tRNA binding [GO:0000049]; tRNA dihydrouridine synthase activity [GO:0017150]			flavin adenine dinucleotide binding [GO:0050660]; tRNA binding [GO:0000049]; tRNA dihydrouridine synthase activity [GO:0017150]	GO:0000049; GO:0017150; GO:0050660
Q8DK84	unreviewed	Threonine synthase (EC 4.2.3.1)	thrC	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	432	L-serine ammonia-lyase activity [GO:0003941]; threonine deaminase activity [GO:0004794]; threonine synthase activity [GO:0004795]; isoleucine biosynthetic process [GO:0009097]; L-serine catabolic process [GO:0006565]; threonine biosynthetic process [GO:0009088]; threonine catabolic process [GO:0006567]	isoleucine biosynthetic process [GO:0009097]; L-serine catabolic process [GO:0006565]; threonine biosynthetic process [GO:0009088]; threonine catabolic process [GO:0006567]		L-serine ammonia-lyase activity [GO:0003941]; threonine deaminase activity [GO:0004794]; threonine synthase activity [GO:0004795]	GO:0003941; GO:0004794; GO:0004795; GO:0006565; GO:0006567; GO:0009088; GO:0009097
Q8DK85	reviewed	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	ureA tlr0981	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	100	cytoplasm [GO:0005737]; nickel cation binding [GO:0016151]; urease activity [GO:0009039]; urea catabolic process [GO:0043419]	urea catabolic process [GO:0043419]	cytoplasm [GO:0005737]	nickel cation binding [GO:0016151]; urease activity [GO:0009039]	GO:0005737; GO:0009039; GO:0016151; GO:0043419
Q8DK86	unreviewed	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	tll0980	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	190	5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; folic acid-containing compound biosynthetic process [GO:0009396]; tetrahydrofolate interconversion [GO:0035999]	folic acid-containing compound biosynthetic process [GO:0009396]; tetrahydrofolate interconversion [GO:0035999]		5-formyltetrahydrofolate cyclo-ligase activity [GO:0030272]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]	GO:0005524; GO:0009396; GO:0030272; GO:0035999; GO:0046872
Q8DK97	unreviewed	peptidoglycan lytic exotransglycosylase (EC 4.2.2.n1) (Murein hydrolase A)	tlr0969	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	390	outer membrane [GO:0019867]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; peptidoglycan lytic transglycosylase activity [GO:0008933]; cell wall organization [GO:0071555]; peptidoglycan catabolic process [GO:0009253]; peptidoglycan turnover [GO:0009254]	cell wall organization [GO:0071555]; peptidoglycan catabolic process [GO:0009253]; peptidoglycan turnover [GO:0009254]	outer membrane [GO:0019867]	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; peptidoglycan lytic transglycosylase activity [GO:0008933]	GO:0004553; GO:0008933; GO:0009253; GO:0009254; GO:0019867; GO:0071555
Q8DKA2	unreviewed	Tll0964 protein	tll0964	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	390	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; DNA recombination [GO:0006310]; transposition [GO:0032196]	DNA recombination [GO:0006310]; transposition [GO:0032196]		DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0006310; GO:0032196; GO:0046872
Q8DKA5	unreviewed	Carboxysome shell protein CcmK (Carbon dioxide-concentrating mechanism protein CcmK)	ccmK3 ccmK	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	119	carboxysome [GO:0031470]; structural constituent of carboxysome shell [GO:0043886]; carbon fixation [GO:0015977]; photosynthesis [GO:0015979]	carbon fixation [GO:0015977]; photosynthesis [GO:0015979]	carboxysome [GO:0031470]	structural constituent of carboxysome shell [GO:0043886]	GO:0015977; GO:0015979; GO:0031470; GO:0043886
Q8DKA6	unreviewed	Sec-independent protein translocase protein TatC	tatC tlr0953	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	273	TAT protein transport complex [GO:0033281]; proton motive force dependent protein transmembrane transporter activity [GO:0009977]; intracellular protein transmembrane transport [GO:0065002]; protein transport by the Tat complex [GO:0043953]	intracellular protein transmembrane transport [GO:0065002]; protein transport by the Tat complex [GO:0043953]	TAT protein transport complex [GO:0033281]	proton motive force dependent protein transmembrane transporter activity [GO:0009977]	GO:0009977; GO:0033281; GO:0043953; GO:0065002
Q8DKA7	unreviewed	Transcription-repair-coupling factor (TRCF) (EC 3.6.4.-)	mfd tll0952	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	1142	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; damaged DNA binding [GO:0003684]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]; regulation of DNA-templated transcription [GO:0006355]; transcription-coupled nucleotide-excision repair, DNA damage recognition [GO:0000716]	regulation of DNA-templated transcription [GO:0006355]; transcription-coupled nucleotide-excision repair, DNA damage recognition [GO:0000716]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; damaged DNA binding [GO:0003684]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]	GO:0000716; GO:0003678; GO:0003684; GO:0005524; GO:0005737; GO:0006355; GO:0016787
Q8DKA8	unreviewed	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	rfbD	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	304	cytosol [GO:0005829]; dTDP-4-dehydrorhamnose reductase activity [GO:0008831]; dTDP-rhamnose biosynthetic process [GO:0019305]	dTDP-rhamnose biosynthetic process [GO:0019305]	cytosol [GO:0005829]	dTDP-4-dehydrorhamnose reductase activity [GO:0008831]	GO:0005829; GO:0008831; GO:0019305
Q8DKB7	reviewed	Uncharacterized RNA methyltransferase tlr0942 (EC 2.1.1.-)	tlr0942	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	449	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; rRNA (uridine-C5-)-methyltransferase activity [GO:0070041]; rRNA base methylation [GO:0070475]	rRNA base methylation [GO:0070475]		4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; rRNA (uridine-C5-)-methyltransferase activity [GO:0070041]	GO:0046872; GO:0051539; GO:0070041; GO:0070475
Q8DKC1	unreviewed	Cell shape-determining protein MreB	mreB tlr0938	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	346	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; cell morphogenesis [GO:0000902]; regulation of cell shape [GO:0008360]	cell morphogenesis [GO:0000902]; regulation of cell shape [GO:0008360]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]	GO:0000902; GO:0005524; GO:0005737; GO:0008360
Q8DKD4	unreviewed	histidine kinase (EC 2.7.13.3)	tll0925	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	423	plasma membrane [GO:0005886]; phosphoprotein phosphatase activity [GO:0004721]; phosphorelay sensor kinase activity [GO:0000155]; cellular response to phosphate starvation [GO:0016036]	cellular response to phosphate starvation [GO:0016036]	plasma membrane [GO:0005886]	phosphoprotein phosphatase activity [GO:0004721]; phosphorelay sensor kinase activity [GO:0000155]	GO:0000155; GO:0004721; GO:0005886; GO:0016036
Q8DKD7	reviewed	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)	queA tll0922	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	354	cytoplasm [GO:0005737]; S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity [GO:0051075]; queuosine biosynthetic process [GO:0008616]; tRNA wobble guanine modification [GO:0002099]	queuosine biosynthetic process [GO:0008616]; tRNA wobble guanine modification [GO:0002099]	cytoplasm [GO:0005737]	S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity [GO:0051075]	GO:0002099; GO:0005737; GO:0008616; GO:0051075
Q8DKE6	unreviewed	cysteine desulfurase (EC 2.8.1.7)	nifS	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	389	cysteine desulfurase activity [GO:0031071]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]			cysteine desulfurase activity [GO:0031071]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	GO:0031071; GO:0046872; GO:0051536
Q8DKF2	unreviewed	Glutaredoxin	tsr0907	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	87	cytoplasm [GO:0005737]; glutathione disulfide oxidoreductase activity [GO:0015038]; cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]	cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]	cytoplasm [GO:0005737]	glutathione disulfide oxidoreductase activity [GO:0015038]	GO:0005737; GO:0015038; GO:0034599; GO:0045454
Q8DKF4	unreviewed	NADH dehydrogenase subunit 4	ndhD3	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	501	endomembrane system [GO:0012505]; membrane [GO:0016020]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ubiquinone binding [GO:0048039]; ATP synthesis coupled electron transport [GO:0042773]; electron transport coupled proton transport [GO:0015990]	ATP synthesis coupled electron transport [GO:0042773]; electron transport coupled proton transport [GO:0015990]	endomembrane system [GO:0012505]; membrane [GO:0016020]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ubiquinone binding [GO:0048039]	GO:0008137; GO:0012505; GO:0015990; GO:0016020; GO:0042773; GO:0048039
