Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
A0A2S5T5T8	unreviewed	Acyl-CoA dehydrogenase	C1702_06690 EV676_10576	Caldimonas thermodepolymerans	384	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]			acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	GO:0003995; GO:0050660
A0A2S5T5T9	unreviewed	histidine kinase (EC 2.7.13.3)	C1702_06745	Caldimonas thermodepolymerans	1204	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; histidine phosphotransfer kinase activity [GO:0009927]; phosphorelay sensor kinase activity [GO:0000155]		plasma membrane [GO:0005886]	ATP binding [GO:0005524]; histidine phosphotransfer kinase activity [GO:0009927]; phosphorelay sensor kinase activity [GO:0000155]	GO:0000155; GO:0005524; GO:0005886; GO:0009927
A0A2S5T5U0	unreviewed	DUF1853 domain-containing protein	C1702_08195	Caldimonas thermodepolymerans	397					
A0A2S5T5U1	unreviewed	Zinc-dependent peptidase	C1702_06410 EV676_105132	Caldimonas thermodepolymerans	257	cytosol [GO:0005829]; aminopeptidase activity [GO:0004177]; metallopeptidase activity [GO:0008237]		cytosol [GO:0005829]	aminopeptidase activity [GO:0004177]; metallopeptidase activity [GO:0008237]	GO:0004177; GO:0005829; GO:0008237
A0A2S5T5U2	unreviewed	Ferrochelatase (EC 4.98.1.1) (Heme synthase) (Protoheme ferro-lyase)	hemH C1702_06750 EV676_10564	Caldimonas thermodepolymerans	349	cytoplasm [GO:0005737]; ferrochelatase activity [GO:0004325]; metal ion binding [GO:0046872]; heme biosynthetic process [GO:0006783]	heme biosynthetic process [GO:0006783]	cytoplasm [GO:0005737]	ferrochelatase activity [GO:0004325]; metal ion binding [GO:0046872]	GO:0004325; GO:0005737; GO:0006783; GO:0046872
A0A2S5T5U3	unreviewed	DNA primase (EC 2.7.7.101)	dnaG C1702_06725	Caldimonas thermodepolymerans	619	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]; primosome complex [GO:1990077]; DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; zinc ion binding [GO:0008270]; DNA replication, synthesis of primer [GO:0006269]	DNA replication, synthesis of primer [GO:0006269]	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]; primosome complex [GO:1990077]	DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; zinc ion binding [GO:0008270]	GO:0000428; GO:0003677; GO:0003899; GO:0005737; GO:0006269; GO:0008270; GO:1990077
A0A2S5T5U4	unreviewed	Peptide chain release factor 3 (RF-3)	prfC C1702_08305 EV676_103124	Caldimonas thermodepolymerans	536	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation release factor activity, codon nonspecific [GO:0016150]; translation release factor activity, codon specific [GO:0016149]; regulation of translational termination [GO:0006449]	regulation of translational termination [GO:0006449]	cytosol [GO:0005829]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation release factor activity, codon nonspecific [GO:0016150]; translation release factor activity, codon specific [GO:0016149]	GO:0003924; GO:0005525; GO:0005829; GO:0006449; GO:0016149; GO:0016150
A0A2S5T5U5	unreviewed	Cobalamin adenosyltransferase	C1702_06480 EV676_105118	Caldimonas thermodepolymerans	152	transferase activity [GO:0016740]			transferase activity [GO:0016740]	GO:0016740
A0A2S5T5U6	unreviewed	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	xseA C1702_06615	Caldimonas thermodepolymerans	437	cytoplasm [GO:0005737]; exodeoxyribonuclease VII complex [GO:0009318]; exodeoxyribonuclease VII activity [GO:0008855]; nucleic acid binding [GO:0003676]; DNA catabolic process [GO:0006308]	DNA catabolic process [GO:0006308]	cytoplasm [GO:0005737]; exodeoxyribonuclease VII complex [GO:0009318]	exodeoxyribonuclease VII activity [GO:0008855]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0005737; GO:0006308; GO:0008855; GO:0009318
A0A2S5T5U7	unreviewed	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	cysS C1702_06390 EV676_105136	Caldimonas thermodepolymerans	459	cytosol [GO:0005829]; ATP binding [GO:0005524]; cysteine-tRNA ligase activity [GO:0004817]; zinc ion binding [GO:0008270]; cysteinyl-tRNA aminoacylation [GO:0006423]	cysteinyl-tRNA aminoacylation [GO:0006423]	cytosol [GO:0005829]	ATP binding [GO:0005524]; cysteine-tRNA ligase activity [GO:0004817]; zinc ion binding [GO:0008270]	GO:0004817; GO:0005524; GO:0005829; GO:0006423; GO:0008270
A0A2S5T5U8	unreviewed	HAD family hydrolase	C1702_06740	Caldimonas thermodepolymerans	280	hydrolase activity [GO:0016787]; riboflavin biosynthetic process [GO:0009231]	riboflavin biosynthetic process [GO:0009231]		hydrolase activity [GO:0016787]	GO:0009231; GO:0016787
A0A2S5T5U9	unreviewed	Fructose-1,6-bisphosphate aldolase (FBP aldolase) (EC 4.1.2.13)	C1702_08250 EV676_103136	Caldimonas thermodepolymerans	354	fructose-bisphosphate aldolase activity [GO:0004332]; zinc ion binding [GO:0008270]; glycolytic process [GO:0006096]	glycolytic process [GO:0006096]		fructose-bisphosphate aldolase activity [GO:0004332]; zinc ion binding [GO:0008270]	GO:0004332; GO:0006096; GO:0008270
A0A2S5T5V0	unreviewed	Phenol hydroxylase	C1702_06460	Caldimonas thermodepolymerans	118	phenol 2-monooxygenase activity [GO:0018662]			phenol 2-monooxygenase activity [GO:0018662]	GO:0018662
A0A2S5T5V1	unreviewed	3-methylmercaptopropionyl-CoA dehydrogenase (EC 1.3.99.41)	C1702_06795	Caldimonas thermodepolymerans	601	flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]			flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]	GO:0016627; GO:0050660
A0A2S5T5V2	unreviewed	Electron transfer flavoprotein subunit alpha (Electron transfer flavoprotein large subunit)	C1702_06800 EV676_10554	Caldimonas thermodepolymerans	310	electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]	fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]		electron transfer activity [GO:0009055]; flavin adenine dinucleotide binding [GO:0050660]	GO:0009055; GO:0033539; GO:0050660
A0A2S5T5V3	unreviewed	Chaperone protein DnaJ	dnaJ C1702_06775 EV676_10559	Caldimonas thermodepolymerans	379	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]; DNA replication [GO:0006260]; protein refolding [GO:0042026]; response to heat [GO:0009408]	DNA replication [GO:0006260]; protein refolding [GO:0042026]; response to heat [GO:0009408]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]	GO:0005524; GO:0005737; GO:0006260; GO:0008270; GO:0009408; GO:0031072; GO:0042026; GO:0051082
A0A2S5T5V4	unreviewed	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	lysA C1702_08355	Caldimonas thermodepolymerans	422	diaminopimelate decarboxylase activity [GO:0008836]; pyridoxal phosphate binding [GO:0030170]; lysine biosynthetic process via diaminopimelate [GO:0009089]	lysine biosynthetic process via diaminopimelate [GO:0009089]		diaminopimelate decarboxylase activity [GO:0008836]; pyridoxal phosphate binding [GO:0030170]	GO:0008836; GO:0009089; GO:0030170
A0A2S5T5V5	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	C1702_06530 EV676_105108	Caldimonas thermodepolymerans	417	isocitrate dehydrogenase (NADP+) activity [GO:0004450]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]	glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]		isocitrate dehydrogenase (NADP+) activity [GO:0004450]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]	GO:0000287; GO:0004450; GO:0006097; GO:0006099; GO:0051287
A0A2S5T5V6	unreviewed	ABC transporter substrate-binding protein	C1702_06680 EV676_10578	Caldimonas thermodepolymerans	391					
A0A2S5T5V7	unreviewed	Phenol hydroxylase	C1702_06445	Caldimonas thermodepolymerans	330	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]			oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]	GO:0016709
A0A2S5T5V8	unreviewed	Nitronate monooxygenase	C1702_06790 EV676_10556	Caldimonas thermodepolymerans	336	nitronate monooxygenase activity [GO:0018580]			nitronate monooxygenase activity [GO:0018580]	GO:0018580
A0A2S5T5V9	unreviewed	Sodium transporter	C1702_08300	Caldimonas thermodepolymerans	325	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A2S5T5W0	unreviewed	Acetaldehyde dehydrogenase (EC 1.2.1.10) (Acetaldehyde dehydrogenase [acetylating])	C1702_06510 EV676_105112	Caldimonas thermodepolymerans	304	acetaldehyde dehydrogenase (acetylating) activity [GO:0008774]; NAD binding [GO:0051287]			acetaldehyde dehydrogenase (acetylating) activity [GO:0008774]; NAD binding [GO:0051287]	GO:0008774; GO:0051287
A0A2S5T5W1	unreviewed	Type VI secretion system contractile sheath small subunit (Type VI secretion system protein ImpB)	tssB C1702_06855 EV676_10543	Caldimonas thermodepolymerans	171					
A0A2S5T5W2	unreviewed	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	aroB C1702_08410	Caldimonas thermodepolymerans	365	cytoplasm [GO:0005737]; 3-dehydroquinate synthase activity [GO:0003856]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	cytoplasm [GO:0005737]	3-dehydroquinate synthase activity [GO:0003856]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]	GO:0000166; GO:0003856; GO:0005737; GO:0008652; GO:0009073; GO:0009423; GO:0046872
A0A2S5T5W3	unreviewed	Type VI secretion system baseplate subunit TssG	tssG C1702_06830	Caldimonas thermodepolymerans	363					
A0A2S5T5W4	unreviewed	Uncharacterized protein	C1702_06860	Caldimonas thermodepolymerans	206					
A0A2S5T5W5	unreviewed	RNA polymerase sigma factor RpoD (Sigma-70)	rpoD C1702_06730 EV676_10568	Caldimonas thermodepolymerans	758	cytoplasm [GO:0005737]; DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]	DNA-templated transcription initiation [GO:0006352]	cytoplasm [GO:0005737]	DNA binding [GO:0003677]; sigma factor activity [GO:0016987]	GO:0003677; GO:0005737; GO:0006352; GO:0016987
A0A2S5T5W6	unreviewed	Heavy metal translocating P-type ATPase	C1702_06590	Caldimonas thermodepolymerans	778	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; copper ion binding [GO:0005507]; P-type divalent copper transporter activity [GO:0043682]; copper ion homeostasis [GO:0055070]	copper ion homeostasis [GO:0055070]	plasma membrane [GO:0005886]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; copper ion binding [GO:0005507]; P-type divalent copper transporter activity [GO:0043682]	GO:0005507; GO:0005524; GO:0005886; GO:0016887; GO:0043682; GO:0055070
A0A2S5T5W7	unreviewed	2-oxopent-4-enoate hydratase	dmpE C1702_06495	Caldimonas thermodepolymerans	261	cytoplasm [GO:0005737]; 2-oxopent-4-enoate hydratase activity [GO:0008684]		cytoplasm [GO:0005737]	2-oxopent-4-enoate hydratase activity [GO:0008684]	GO:0005737; GO:0008684
A0A2S5T5W8	unreviewed	Type VI secretion system contractile sheath large subunit (Type VI secretion system protein ImpC)	tssC C1702_06850 EV676_10544	Caldimonas thermodepolymerans	497					
A0A2S5T5W9	unreviewed	23S rRNA (Cytosine(1962)-C(5))-methyltransferase RlmI (23S rRNA (Cytosine1962-C5)-methyltransferase)	C1702_08350 EV676_103115	Caldimonas thermodepolymerans	395	cytoplasm [GO:0005737]; methyltransferase activity [GO:0008168]; RNA binding [GO:0003723]; methylation [GO:0032259]; rRNA processing [GO:0006364]	methylation [GO:0032259]; rRNA processing [GO:0006364]	cytoplasm [GO:0005737]	methyltransferase activity [GO:0008168]; RNA binding [GO:0003723]	GO:0003723; GO:0005737; GO:0006364; GO:0008168; GO:0032259
A0A2S5T5X0	unreviewed	Cbb3-type cytochrome c oxidase subunit	ccoP C1702_06565 EV676_105101	Caldimonas thermodepolymerans	311	plasma membrane [GO:0005886]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; oxidative phosphorylation [GO:0006119]; proton transmembrane transport [GO:1902600]	oxidative phosphorylation [GO:0006119]; proton transmembrane transport [GO:1902600]	plasma membrane [GO:0005886]	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]	GO:0005506; GO:0005886; GO:0006119; GO:0009055; GO:0016491; GO:0020037; GO:1902600
A0A2S5T5X1	unreviewed	Type VI secretion system protein TssA	tssA C1702_06910	Caldimonas thermodepolymerans	360					
A0A2S5T5X2	unreviewed	ABC transport system permease protein (ABC transporter permease)	C1702_08015 EV676_103183	Caldimonas thermodepolymerans	295	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857
A0A2S5T5X3	unreviewed	Uncharacterized protein	C1702_06890	Caldimonas thermodepolymerans	471	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A2S5T5X4	unreviewed	Radical SAM protein	C1702_06780	Caldimonas thermodepolymerans	363	catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]			catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]	GO:0003824; GO:0051536
A0A2S5T5X5	unreviewed	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	adk C1702_06645 EV676_10585	Caldimonas thermodepolymerans	217	cytoplasm [GO:0005737]; AMP kinase activity [GO:0004017]; ATP binding [GO:0005524]; AMP salvage [GO:0044209]	AMP salvage [GO:0044209]	cytoplasm [GO:0005737]	AMP kinase activity [GO:0004017]; ATP binding [GO:0005524]	GO:0004017; GO:0005524; GO:0005737; GO:0044209
A0A2S5T5X6	unreviewed	Lon protease (EC 3.4.21.53) (ATP-dependent protease La)	lon C1702_06935 EV676_10526	Caldimonas thermodepolymerans	806	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; sequence-specific DNA binding [GO:0043565]; serine-type endopeptidase activity [GO:0004252]; cellular response to heat [GO:0034605]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]	cellular response to heat [GO:0034605]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent peptidase activity [GO:0004176]; sequence-specific DNA binding [GO:0043565]; serine-type endopeptidase activity [GO:0004252]	GO:0004176; GO:0004252; GO:0005524; GO:0005737; GO:0006515; GO:0016887; GO:0034605; GO:0043565
A0A2S5T5X7	unreviewed	Uncharacterized protein	C1702_06550	Caldimonas thermodepolymerans	91	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A2S5T5X8	unreviewed	Biopolymer transport protein ExbB (Flagellar motor protein MotA)	C1702_06620 EV676_10590	Caldimonas thermodepolymerans	209	plasma membrane [GO:0005886]; protein import [GO:0017038]	protein import [GO:0017038]	plasma membrane [GO:0005886]		GO:0005886; GO:0017038
A0A2S5T5X9	unreviewed	Cell envelope biogenesis protein OmpA	C1702_06905	Caldimonas thermodepolymerans	265	cell outer membrane [GO:0009279]		cell outer membrane [GO:0009279]		GO:0009279
A0A2S5T5Y0	unreviewed	Carboxypeptidase family protein	C1702_08405	Caldimonas thermodepolymerans	478					
A0A2S5T5Y1	unreviewed	TlpA family protein disulfide reductase	C1702_06270	Caldimonas thermodepolymerans	167	cell envelope [GO:0030313]; disulfide oxidoreductase activity [GO:0015036]; cytochrome complex assembly [GO:0017004]	cytochrome complex assembly [GO:0017004]	cell envelope [GO:0030313]	disulfide oxidoreductase activity [GO:0015036]	GO:0015036; GO:0017004; GO:0030313
A0A2S5T5Y2	unreviewed	IclR family transcriptional regulator	C1702_06995 EV676_10514	Caldimonas thermodepolymerans	258	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of DNA-templated transcription [GO:0045892]	negative regulation of DNA-templated transcription [GO:0045892]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0045892
A0A2S5T5Y3	unreviewed	Type VI secretion system baseplate subunit TssF	vasA C1702_06835	Caldimonas thermodepolymerans	618					
A0A2S5T5Y4	unreviewed	Squalene synthase HpnC	C1702_06970	Caldimonas thermodepolymerans	286	transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]			transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]	GO:0016765
A0A2S5T5Y5	unreviewed	3-hydroxyacyl-CoA dehydrogenase (Short-subunit dehydrogenase)	C1702_06705 EV676_10573	Caldimonas thermodepolymerans	255	lipid metabolic process [GO:0006629]; monocarboxylic acid metabolic process [GO:0032787]	lipid metabolic process [GO:0006629]; monocarboxylic acid metabolic process [GO:0032787]			GO:0006629; GO:0032787
A0A2S5T5Y6	unreviewed	D-alanyl-D-alanine endopeptidase	C1702_07000	Caldimonas thermodepolymerans	376	serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; proteolysis [GO:0006508]; regulation of cell shape [GO:0008360]		serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]	GO:0006508; GO:0008360; GO:0009002; GO:0009252; GO:0071555
A0A2S5T5Y7	unreviewed	Fe-S oxidoreductase	C1702_06990	Caldimonas thermodepolymerans	240	cytosol [GO:0005829]; oxidoreductase activity [GO:0016491]		cytosol [GO:0005829]	oxidoreductase activity [GO:0016491]	GO:0005829; GO:0016491
A0A2S5T5Y8	unreviewed	Two-component system response regulator	C1702_06605	Caldimonas thermodepolymerans	236	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]; regulation of DNA-templated transcription [GO:0006355]	regulation of DNA-templated transcription [GO:0006355]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]	phosphorelay response regulator activity [GO:0000156]; transcription cis-regulatory region binding [GO:0000976]	GO:0000156; GO:0000976; GO:0005829; GO:0006355; GO:0032993
A0A2S5T5Y9	unreviewed	2-aminobenzoate-CoA ligase	C1702_06685	Caldimonas thermodepolymerans	544	acid-thiol ligase activity [GO:0016878]; ATP binding [GO:0005524]; CoA-ligase activity [GO:0016405]; secondary metabolite biosynthetic process [GO:0044550]	secondary metabolite biosynthetic process [GO:0044550]		acid-thiol ligase activity [GO:0016878]; ATP binding [GO:0005524]; CoA-ligase activity [GO:0016405]	GO:0005524; GO:0016405; GO:0016878; GO:0044550
A0A2S5T5Z0	unreviewed	AraC family transcriptional regulator	C1702_07975	Caldimonas thermodepolymerans	325	cytosol [GO:0005829]; DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]		cytosol [GO:0005829]	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]	GO:0000976; GO:0003700; GO:0005829
A0A2S5T5Z1	unreviewed	ABC transporter substrate-binding protein (Tripartite-type tricarboxylate transporter receptor subunit TctC)	C1702_06325 EV676_105149	Caldimonas thermodepolymerans	325					
A0A2S5T5Z2	unreviewed	Type VI secretion system membrane subunit TssM	icmF C1702_06895	Caldimonas thermodepolymerans	1264					
A0A2S5T5Z3	unreviewed	Acetolactate synthase small subunit (AHAS) (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit)	C1702_07025 EV676_1058	Caldimonas thermodepolymerans	163	cytosol [GO:0005829]; acetolactate synthase activity [GO:0003984]; acetolactate synthase regulator activity [GO:1990610]; isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]	isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]	cytosol [GO:0005829]	acetolactate synthase activity [GO:0003984]; acetolactate synthase regulator activity [GO:1990610]	GO:0003984; GO:0005829; GO:0009097; GO:0009099; GO:1990610
A0A2S5T5Z4	unreviewed	Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])	nadE C1702_07050	Caldimonas thermodepolymerans	565	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; glutaminase activity [GO:0004359]; NAD+ synthase (glutamine-hydrolyzing) activity [GO:0003952]; NAD+ synthase activity [GO:0008795]; NAD+ biosynthetic process [GO:0009435]	NAD+ biosynthetic process [GO:0009435]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; glutaminase activity [GO:0004359]; NAD+ synthase (glutamine-hydrolyzing) activity [GO:0003952]; NAD+ synthase activity [GO:0008795]	GO:0003952; GO:0004359; GO:0005524; GO:0005737; GO:0008795; GO:0009435
A0A2S5T5Z5	unreviewed	Nitrogen regulatory protein P-II family (Transcriptional regulator)	C1702_07045 EV676_1054	Caldimonas thermodepolymerans	112	cytosol [GO:0005829]; ATP binding [GO:0005524]; enzyme regulator activity [GO:0030234]; regulation of nitrogen utilization [GO:0006808]	regulation of nitrogen utilization [GO:0006808]	cytosol [GO:0005829]	ATP binding [GO:0005524]; enzyme regulator activity [GO:0030234]	GO:0005524; GO:0005829; GO:0006808; GO:0030234
A0A2S5T5Z6	unreviewed	Heat shock protein Hsp15 (RNA-binding protein)	C1702_06755 EV676_10563	Caldimonas thermodepolymerans	137	DNA binding [GO:0003677]; ribosomal large subunit binding [GO:0043023]; single-stranded RNA binding [GO:0003727]; cellular response to heat [GO:0034605]	cellular response to heat [GO:0034605]		DNA binding [GO:0003677]; ribosomal large subunit binding [GO:0043023]; single-stranded RNA binding [GO:0003727]	GO:0003677; GO:0003727; GO:0034605; GO:0043023
A0A2S5T5Z7	unreviewed	ABC transporter ATP-binding protein	C1702_06665 EV676_10581	Caldimonas thermodepolymerans	251	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]		plasma membrane [GO:0005886]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0005886; GO:0016887
A0A2S5T5Z8	unreviewed	Cytokinin riboside 5'-monophosphate phosphoribohydrolase (EC 3.2.2.n1)	C1702_07040 EV676_1055	Caldimonas thermodepolymerans	194	cytosol [GO:0005829]; AMP nucleosidase activity [GO:0008714]; cytokinin biosynthetic process [GO:0009691]	cytokinin biosynthetic process [GO:0009691]	cytosol [GO:0005829]	AMP nucleosidase activity [GO:0008714]	GO:0005829; GO:0008714; GO:0009691
A0A2S5T5Z9	unreviewed	Uncharacterized protein	C1702_06260	Caldimonas thermodepolymerans	399					
A0A2S5T600	unreviewed	Adenylate/guanylate cyclase domain-containing protein (Class 3 adenylate cyclase)	C1702_06735 EV676_10567	Caldimonas thermodepolymerans	312	adenylate cyclase activity [GO:0004016]; cyclic nucleotide biosynthetic process [GO:0009190]; intracellular signal transduction [GO:0035556]	cyclic nucleotide biosynthetic process [GO:0009190]; intracellular signal transduction [GO:0035556]		adenylate cyclase activity [GO:0004016]	GO:0004016; GO:0009190; GO:0035556
A0A2S5T601	unreviewed	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA C1702_06380	Caldimonas thermodepolymerans	323	acetyl-CoA carboxylase complex [GO:0009317]; acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743]; fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	acetyl-CoA carboxylase complex [GO:0009317]	acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743]	GO:0003989; GO:0005524; GO:0006633; GO:0009317; GO:0016743; GO:2001295
A0A2S5T602	unreviewed	Squalene synthase HpnD	hpnD C1702_06975	Caldimonas thermodepolymerans	278	geranylgeranyl diphosphate synthase activity [GO:0004311]; squalene synthase [NAD(P)H] activity [GO:0051996]; carotenoid biosynthetic process [GO:0016117]	carotenoid biosynthetic process [GO:0016117]		geranylgeranyl diphosphate synthase activity [GO:0004311]; squalene synthase [NAD(P)H] activity [GO:0051996]	GO:0004311; GO:0016117; GO:0051996
A0A2S5T603	unreviewed	Histidine phosphatase family protein	C1702_07110	Caldimonas thermodepolymerans	223	cytoplasm [GO:0005737]; phosphatase activity [GO:0016791]		cytoplasm [GO:0005737]	phosphatase activity [GO:0016791]	GO:0005737; GO:0016791
A0A2S5T604	unreviewed	Electron transfer flavoprotein subunit beta (Electron transfer flavoprotein small subunit)	C1702_06805	Caldimonas thermodepolymerans	249	electron transfer activity [GO:0009055]; carboxylic acid catabolic process [GO:0046395]	carboxylic acid catabolic process [GO:0046395]		electron transfer activity [GO:0009055]	GO:0009055; GO:0046395
A0A2S5T605	unreviewed	PhoH-like protein	C1702_07140 EV676_110137	Caldimonas thermodepolymerans	349	cytosol [GO:0005829]; ATP binding [GO:0005524]		cytosol [GO:0005829]	ATP binding [GO:0005524]	GO:0005524; GO:0005829
A0A2S5T606	unreviewed	histidine kinase (EC 2.7.13.3)	C1702_07135	Caldimonas thermodepolymerans	613	kinase activity [GO:0016301]; phosphorelay signal transduction system [GO:0000160]	phosphorelay signal transduction system [GO:0000160]		kinase activity [GO:0016301]	GO:0000160; GO:0016301
A0A2S5T607	unreviewed	Glutathione hydrolase proenzyme (EC 2.3.2.2) (EC 3.4.19.13) [Cleaved into: Glutathione hydrolase large chain; Glutathione hydrolase small chain]	ggt C1702_06720	Caldimonas thermodepolymerans	589	glutathione hydrolase activity [GO:0036374]; leukotriene C4 gamma-glutamyl transferase activity [GO:0103068]; glutathione biosynthetic process [GO:0006750]; glutathione catabolic process [GO:0006751]	glutathione biosynthetic process [GO:0006750]; glutathione catabolic process [GO:0006751]		glutathione hydrolase activity [GO:0036374]; leukotriene C4 gamma-glutamyl transferase activity [GO:0103068]	GO:0006750; GO:0006751; GO:0036374; GO:0103068
